#{"t_start": 1652374387.1519566, "env_id": null}
r,l,t
884.828918,1,962.946237
1024.66842,1,967.753381
792.229055,1,971.203601
805.260243,1,974.719957
731.157866,1,978.194242
699.225112,1,981.418342
789.17198,1,984.843349
835.578551,1,988.686442
720.342647,1,991.854524
843.815526,1,995.372612
793.125209,1,999.202924
825.072297,1,1002.868133
818.331391,1,1006.469218
772.414971,1,1009.991926
804.651812,1,1013.67845
763.514016,1,1017.036368
797.971617,1,1020.532949
848.953347,1,1024.147656
802.889036,1,1027.686594
801.154907,1,1031.310394
809.665421,1,1034.885754
797.273373,1,1038.298462
819.529395,1,1041.832599
829.873655,1,1045.361351
892.33528,1,1049.233691
755.122332,1,1052.673474
759.326048,1,1055.958881
754.998052,1,1059.40893
746.624328,1,1062.950042
770.384805,1,1066.525546
795.298409,1,1069.964434
719.344864,1,1073.14725
764.096061,1,1076.620622
746.538068,1,1080.073397
747.967515,1,1083.464326
781.302611,1,1087.062864
739.2256,1,1090.396525
799.138072,1,1093.866713
832.777703,1,1097.425557
777.86531,1,1100.945257
803.739447,1,1104.473512
806.745042,1,1107.980731
811.207996,1,1111.479223
830.871444,1,1115.047195
784.340054,1,1118.691618
1008.078588,1,1123.19653
836.861098,1,1126.632422
766.242716,1,1130.282817
736.255201,1,1133.470195
875.960387,1,1137.11979
822.050491,1,1140.850524
1044.396785,1,1145.608121
805.461557,1,1149.084804
838.635917,1,1152.638883
949.55717,1,1156.92755
737.237988,1,1160.242696
781.08875,1,1163.694166
799.351576,1,1167.243768
848.630552,1,1171.051323
783.322513,1,1174.389902
760.790869,1,1177.777264
809.767674,1,1181.33504
716.116686,1,1184.524406
789.095202,1,1188.135208
749.229312,1,1191.645937
790.231102,1,1195.107269
919.285436,1,1199.164557
916.122338,1,1203.210483
784.894335,1,1206.417303
674.822474,1,1209.583449
791.778108,1,1213.049902
739.088298,1,1216.272577
805.807075,1,1219.751099
791.134008,1,1223.112877
765.913585,1,1226.476228
854.781513,1,1230.090705
746.822062,1,1233.42276
831.227695,1,1237.044286
804.978272,1,1240.299601
750.219027,1,1243.71472
790.146458,1,1247.273916
1217.508066,1,1253.089783
756.932088,1,1256.448746
1149.64711,1,1261.617683
869.323343,1,1265.262684
772.212736,1,1268.753342
712.816337,1,1271.98804
779.267922,1,1275.390991
815.427512,1,1279.002464
816.920317,1,1282.636534
793.656587,1,1286.144156
847.481337,1,1289.696319
850.717944,1,1293.344282
791.235496,1,1296.93993
878.144606,1,1300.788218
730.906913,1,1304.100411
897.888308,1,1307.763161
848.734781,1,1311.542267
819.237246,1,1315.00494
702.002039,1,1318.109921
747.534293,1,1321.677738
853.018811,1,1325.310963
794.731884,1,1329.013986
846.389718,1,1332.617831
875.250291,1,1336.261587
772.295765,1,1339.731382
794.367549,1,1343.25261
780.929144,1,1346.852452
861.708018,1,1350.400744
1151.88196,1,1355.689976
819.230089,1,1359.223754
899.153573,1,1362.799517
766.743027,1,1366.192319
786.616462,1,1369.692909
787.476791,1,1373.153657
775.957149,1,1376.544632
788.070559,1,1380.098625
755.781774,1,1383.432801
728.248572,1,1386.750332
777.034686,1,1390.284348
830.697693,1,1393.690892
918.72949,1,1397.591005
799.022683,1,1401.049444
857.307744,1,1404.630146
765.811694,1,1408.025755
904.337192,1,1411.704947
795.601482,1,1415.41003
802.565238,1,1418.868094
784.308279,1,1422.097319
821.779071,1,1425.531306
765.031024,1,1428.890058
918.850886,1,1433.055384
767.972825,1,1436.329223
833.417892,1,1439.973365
851.825011,1,1443.73844
901.941277,1,1447.601616
722.171512,1,1450.978049
768.94225,1,1454.515303
783.566195,1,1458.178127
767.334865,1,1461.57006
823.666244,1,1465.192345
770.413337,1,1468.595245
746.408304,1,1472.047606
749.605391,1,1475.587686
1231.042416,1,1482.077999
813.285522,1,1485.645288
826.935415,1,1489.210992
836.763912,1,1492.861928
776.912495,1,1496.278492
916.102242,1,1500.256501
910.463636,1,1504.37181
880.490653,1,1507.968834
817.742466,1,1511.715702
812.06509,1,1515.403736
794.631295,1,1518.874128
836.634911,1,1522.469395
808.524586,1,1525.763864
790.647246,1,1529.127437
726.638367,1,1532.548703
811.522421,1,1535.964457
956.80467,1,1540.145128
788.569693,1,1543.654961
755.481746,1,1546.841394
793.040163,1,1550.227839
782.222796,1,1553.833146
768.053657,1,1557.152417
701.423582,1,1560.303417
774.460071,1,1563.932841
890.08659,1,1567.796859
812.702963,1,1571.200891
797.623374,1,1574.785201
786.91947,1,1578.399662
779.41729,1,1581.6496
805.999358,1,1585.244826
858.586567,1,1589.083274
822.057559,1,1592.856416
786.030662,1,1596.288915
763.574937,1,1599.798015
787.18359,1,1603.232117
779.477822,1,1606.631733
783.49128,1,1610.105553
811.585906,1,1613.65635
760.109464,1,1617.143795
712.640647,1,1620.3512
779.991929,1,1623.844883
880.938872,1,1627.672586
815.468617,1,1631.124426
803.609049,1,1634.566145
841.648607,1,1638.072369
845.279954,1,1641.732281
797.885105,1,1645.305224
855.61103,1,1648.953229
772.308624,1,1652.17531
799.962464,1,1655.871811
793.726854,1,1659.239984
852.448294,1,1662.853831
768.652812,1,1666.312751
799.619331,1,1669.969534
760.842931,1,1673.511871
827.33817,1,1677.201817
774.647452,1,1680.631094
799.529151,1,1684.304069
805.812829,1,1687.882533
797.303997,1,1691.303914
803.519781,1,1694.708963
782.508532,1,1698.15189
837.752742,1,1701.723967
847.806311,1,1706.038925
850.438258,1,1709.570956
1035.943411,1,1714.345619
931.298394,1,1718.274457
755.668969,1,1721.741477
883.804335,1,1725.52106
813.142725,1,1729.051502
842.532927,1,1732.620646
884.407442,1,1736.316574
833.426157,1,1740.020167
782.043445,1,1743.572124
824.956167,1,1747.179555
773.503239,1,1750.711807
788.202637,1,1754.0623
841.400752,1,1757.657892
762.886059,1,1760.957841
872.761564,1,1765.03896
739.374165,1,1768.364989
811.812098,1,1771.860177
837.461111,1,1775.513845
771.426285,1,1779.003855
748.394125,1,1782.528583
818.08882,1,1786.143961
821.936735,1,1789.598548
766.876179,1,1792.858426
765.362842,1,1796.158218
769.588298,1,1799.540689
831.751495,1,1803.209784
774.114089,1,1806.518769
770.538677,1,1809.914813
1084.782776,1,1815.003028
842.051836,1,1818.711254
852.570993,1,1822.426101
797.286106,1,1826.056236
914.84594,1,1830.564008
862.940508,1,1834.114477
716.3829,1,1837.550426
842.798604,1,1841.406111
1165.116122,1,1846.541388
781.978264,1,1850.104663
815.94808,1,1853.830772
890.810404,1,1857.78619
841.92976,1,1861.432853
803.385241,1,1864.952351
812.206095,1,1868.603084
819.315499,1,1872.150147
857.882299,1,1875.805081
818.567174,1,1879.368527
788.355586,1,1882.778874
848.221772,1,1886.677289
805.164813,1,1889.951397
792.98146,1,1893.52811
730.246311,1,1896.784735
751.590132,1,1900.090184
789.175218,1,1903.48148
826.472577,1,1906.960877
892.502132,1,1910.918258
789.492546,1,1914.266508
876.870869,1,1918.105307
846.227417,1,1921.896633
738.11434,1,1925.324668
917.224114,1,1929.425203
824.113226,1,1932.910484
856.910257,1,1936.889992
885.245252,1,1940.807332
887.817469,1,1944.460339
829.811139,1,1948.072344
863.336178,1,1951.86075
813.80857,1,1955.300568
817.898162,1,1959.061994
780.01362,1,1962.615752
773.130397,1,1966.24187
793.114342,1,1969.742417
794.675038,1,1973.234087
833.445259,1,1976.744893
854.188073,1,1980.492064
817.683421,1,1984.170139
690.226664,1,1987.275591
783.42073,1,1990.721802
840.478799,1,1994.340885
760.562587,1,1997.658277
831.381643,1,2001.250225
917.344278,1,2005.23888
800.71185,1,2008.806957
890.443145,1,2012.607754
794.697973,1,2016.016532
916.827448,1,2019.941489
826.672294,1,2023.440644
795.432744,1,2027.032655
909.07573,1,2030.993299
788.246419,1,2034.673125
829.621855,1,2038.466507
759.388829,1,2041.912164
790.255062,1,2045.424755
814.897867,1,2048.966698
832.592763,1,2052.660822
758.182038,1,2056.138855
815.257424,1,2059.666457
772.636142,1,2063.173477
774.009195,1,2066.700119
962.421023,1,2070.803923
691.784492,1,2074.003735
820.166156,1,2077.70212
805.037026,1,2081.31209
769.00131,1,2084.824006
990.552912,1,2089.488562
807.838847,1,2093.127502
736.854628,1,2096.336783
771.726578,1,2099.843896
813.872993,1,2103.325616
778.68333,1,2106.874876
876.263126,1,2110.613805
776.775164,1,2114.12167
829.553245,1,2118.067168
796.959393,1,2121.477054
799.02591,1,2125.150688
1047.168717,1,2129.878583
815.155531,1,2133.60972
1161.788505,1,2138.975318
788.182866,1,2142.504184
797.213652,1,2145.943389
839.30224,1,2149.690856
810.785193,1,2153.262853
784.786454,1,2156.791992
805.518443,1,2160.246683
829.553786,1,2163.987977
856.052908,1,2167.650844
764.092795,1,2171.053097
893.606466,1,2175.005193
751.14211,1,2178.540888
929.540702,1,2182.74542
816.428009,1,2186.417601
792.043332,1,2190.058223
802.672593,1,2193.672106
840.490101,1,2197.522351
828.078697,1,2201.040351
821.778923,1,2204.554467
826.713011,1,2208.175701
804.3824,1,2211.755693
805.252954,1,2215.248248
788.124743,1,2218.861701
834.008624,1,2222.535282
729.97183,1,2225.776993
819.923616,1,2229.441287
818.955427,1,2233.206503
834.261156,1,2237.164386
985.692001,1,2241.576169
832.150795,1,2245.308714
757.922605,1,2248.607378
778.851611,1,2252.289124
749.502558,1,2255.61261
847.608277,1,2259.178115
807.663601,1,2262.669775
861.146398,1,2266.504363
734.558826,1,2269.888326
751.439691,1,2273.467423
910.66519,1,2277.27897
824.46868,1,2280.902727
824.719728,1,2284.286103
946.771424,1,2288.290869
834.220152,1,2291.916658
763.535815,1,2295.323122
878.247167,1,2298.882003
782.160672,1,2302.310314
809.196396,1,2306.018919
878.297296,1,2309.8699
740.740303,1,2313.262089
834.010233,1,2316.906147
699.367312,1,2320.20524
839.033934,1,2323.81251
851.34096,1,2327.42119
793.932625,1,2330.931374
874.149498,1,2334.577476
788.882276,1,2338.055486
865.267698,1,2341.718914
809.006059,1,2345.365618
824.487734,1,2349.123876
816.927136,1,2352.694792
1097.366615,1,2357.627704
810.62629,1,2361.280218
833.191817,1,2364.845418
813.792229,1,2368.267184
846.943322,1,2371.930018
867.250439,1,2375.595852
867.770012,1,2379.254806
826.730785,1,2382.870126
828.206893,1,2386.412354
860.044198,1,2390.160389
772.014393,1,2393.590069
945.58829,1,2398.103608
828.340407,1,2401.799632
852.554683,1,2405.607134
813.291161,1,2409.244012
761.463031,1,2412.543121
808.701806,1,2416.065358
835.737784,1,2419.699699
816.489886,1,2423.272675
1447.082179,1,2431.624603
734.929489,1,2434.917479
851.124938,1,2438.658994
797.913146,1,2442.284482
725.621977,1,2445.461937
783.407609,1,2448.87919
791.128684,1,2452.420919
848.296197,1,2456.163703
809.047956,1,2459.753736
768.526992,1,2463.289492
810.80802,1,2466.845108
911.764195,1,2470.835909
823.647233,1,2474.561833
849.907822,1,2478.24763
997.646713,1,2482.894685
840.171546,1,2486.529456
838.420868,1,2490.319136
823.343765,1,2493.896726
826.576565,1,2497.438497
911.75877,1,2501.322416
869.694402,1,2504.966203
854.425714,1,2508.58735
760.762254,1,2512.098899
747.891525,1,2515.480705
895.127371,1,2519.358118
748.37537,1,2522.822142
799.406481,1,2526.346873
824.068287,1,2529.973464
761.698287,1,2533.280931
815.430066,1,2536.843881
910.757082,1,2540.698798
856.250481,1,2544.609626
828.130252,1,2548.255832
810.533397,1,2551.941518
809.026746,1,2555.634265
805.124975,1,2559.188907
852.481742,1,2562.872917
814.038521,1,2566.354763
828.183298,1,2569.960019
839.308137,1,2573.518844
798.635804,1,2577.480597
827.305653,1,2581.040831
920.050217,1,2585.14402
836.647782,1,2588.795372
873.331137,1,2592.641709
840.21658,1,2596.310358
905.703932,1,2600.137635
801.396007,1,2603.769816
845.243699,1,2607.435534
764.122457,1,2610.661167
854.839311,1,2614.493456
811.591001,1,2618.080052
942.669597,1,2622.206056
801.263349,1,2625.796708
764.557965,1,2629.124165
782.72928,1,2632.637582
1041.128907,1,2637.900333
834.929412,1,2641.53837
811.00773,1,2645.215289
824.957655,1,2648.802425
740.209757,1,2652.148041
893.985566,1,2656.036534
785.587014,1,2659.547385
931.168096,1,2663.687804
911.157996,1,2667.546672
780.421476,1,2671.096296
870.222755,1,2674.824339
794.173814,1,2678.469875
769.85991,1,2682.072265
789.956207,1,2685.742272
842.961558,1,2689.548409
778.968277,1,2693.023615
898.132722,1,2696.940927
888.298815,1,2700.880298
799.617843,1,2704.333244
814.63511,1,2707.891083
777.015003,1,2711.436737
750.098311,1,2715.01016
834.185705,1,2718.735732
819.276625,1,2722.372796
928.284042,1,2726.389519
932.042512,1,2730.585753
971.427789,1,2734.918698
846.310583,1,2738.836605
827.437303,1,2742.547926
813.149026,1,2746.138027
773.959426,1,2749.653847
810.813193,1,2753.248945
812.723955,1,2757.003997
755.701393,1,2760.403279
862.520711,1,2763.952859
842.824202,1,2767.699529
822.218653,1,2771.391814
797.538439,1,2774.911043
797.58767,1,2778.530652
891.831234,1,2782.436175
788.504943,1,2786.102648
800.19791,1,2789.711492
839.621033,1,2793.47261
719.707139,1,2796.706958
951.852317,1,2801.415339
866.823723,1,2805.226316
983.610897,1,2809.831602
838.580522,1,2813.626307
783.73151,1,2817.114202
834.0918,1,2820.800253
771.153809,1,2824.330523
822.940404,1,2828.07496
843.882923,1,2831.671349
857.351676,1,2835.640718
769.906314,1,2839.145422
785.845748,1,2842.711069
791.072212,1,2846.146361
829.189637,1,2849.878461
835.303179,1,2853.451946
769.247238,1,2856.962795
887.950788,1,2860.701936
824.603049,1,2864.281274
838.596783,1,2868.022237
831.931488,1,2871.834703
759.961082,1,2875.107107
855.193715,1,2878.672696
802.528649,1,2882.185669
1123.108106,1,2887.205769
919.270341,1,2891.133312
1009.130043,1,2896.378586
881.697968,1,2900.241818
901.218291,1,2904.041878
861.28429,1,2908.317278
848.436916,1,2911.960924
833.993761,1,2915.781106
810.600877,1,2919.550483
783.13013,1,2922.989886
844.265937,1,2926.812017
911.44251,1,2930.790283
794.437,1,2934.357729
767.953702,1,2937.644481
821.935071,1,2941.421201
822.532846,1,2945.013336
927.588711,1,2948.864683
834.701932,1,2952.535381
838.963935,1,2956.446797
897.689757,1,2960.341727
824.626639,1,2964.095891
880.413308,1,2967.890812
1189.284561,1,2973.652598
845.687427,1,2977.277097
716.517828,1,2980.578523
865.183447,1,2984.353515
820.794476,1,2988.083583
851.239592,1,2991.94243
875.637114,1,2995.785866
1301.505937,1,3002.026524
816.413226,1,3005.624591
888.922983,1,3009.488831
840.168768,1,3013.163639
863.596441,1,3016.887995
1012.706959,1,3021.983188
743.839022,1,3025.488301
900.269451,1,3029.389379
812.307542,1,3033.076649
835.327833,1,3036.957717
864.027474,1,3040.624194
841.064628,1,3044.436949
824.996552,1,3047.971004
837.60707,1,3051.919567
892.307419,1,3055.808963
881.551671,1,3059.803801
884.214175,1,3064.177846
882.220671,1,3067.906795
823.623574,1,3071.48515
888.874131,1,3075.361468
854.662946,1,3078.929029
839.432749,1,3082.692041
1036.313517,1,3087.529592
855.056881,1,3091.263182
882.525841,1,3095.14548
912.858232,1,3098.957417
835.19753,1,3102.631031
862.61263,1,3106.514114
873.645204,1,3110.334075
924.28803,1,3114.209057
833.961501,1,3117.897424
894.963401,1,3121.786611
865.391231,1,3125.611545
812.76345,1,3129.485699
736.667291,1,3132.826949
1120.737916,1,3138.094392
802.034855,1,3141.399224
888.177454,1,3145.339542
864.403095,1,3149.146502
1329.118451,1,3155.710491
850.340274,1,3159.405605
842.81051,1,3163.23095
954.016418,1,3167.582315
794.789762,1,3171.225292
918.89394,1,3175.382616
1138.649462,1,3180.592376
805.729845,1,3184.422621
860.987792,1,3188.185975
1256.27282,1,3194.052659
784.358918,1,3197.76054
887.01569,1,3201.50732
881.405663,1,3205.519883
848.278713,1,3209.33038
891.568498,1,3213.248169
1053.312545,1,3218.790476
799.828539,1,3222.392682
931.4294,1,3226.551366
844.506266,1,3230.422166
1112.484176,1,3235.691719
911.408725,1,3239.66169
835.484837,1,3243.351806
795.656922,1,3247.052457
813.846752,1,3250.757092
915.421072,1,3254.907995
1159.364021,1,3260.580819
786.305828,1,3264.041063
945.456817,1,3268.844894
1056.885476,1,3274.133927
826.471744,1,3278.084151
863.593806,1,3282.299191
950.339104,1,3286.821401
812.998724,1,3290.659012
857.050812,1,3294.627635
884.644092,1,3298.86324
854.529494,1,3302.937508
885.014546,1,3307.353734
934.288726,1,3312.200231
894.097609,1,3316.421324
851.963703,1,3320.226229
1126.913269,1,3326.200485
1353.708999,1,3336.445744
896.51362,1,3340.972791
950.120036,1,3345.387348
815.685372,1,3349.01265
836.208792,1,3352.82771
946.2346,1,3358.223391
858.484756,1,3362.339075
847.56213,1,3366.66327
919.28697,1,3371.196155
837.108311,1,3375.124298
1456.558001,1,3382.818275
813.174119,1,3386.53915
883.399379,1,3390.793641
840.470175,1,3394.947359
943.886222,1,3399.598944
913.72501,1,3404.103349
978.933901,1,3408.666095
818.142168,1,3412.770693
795.859706,1,3416.481565
778.164563,1,3420.13017
876.285982,1,3424.344982
852.164105,1,3428.60957
1148.659946,1,3434.592651
1176.628282,1,3440.993825
846.714507,1,3445.052867
894.886363,1,3449.376529
881.576417,1,3453.670363
1013.298937,1,3459.951798
818.665678,1,3463.521929
858.590971,1,3467.608554
810.669948,1,3471.432423
1272.065753,1,3478.449585
922.603192,1,3484.137826
841.012632,1,3488.310544
865.687429,1,3492.260283
970.516119,1,3496.923799
833.73052,1,3501.091455
907.500485,1,3505.321731
1354.995371,1,3514.134518
1024.683706,1,3519.752136
1170.015354,1,3526.411043
869.841226,1,3530.718317
869.711621,1,3534.885296
879.039143,1,3539.685957
941.347933,1,3544.267176
838.501005,1,3548.140876
919.846572,1,3552.25907
857.794935,1,3556.250055
886.568242,1,3560.506025
930.346465,1,3565.155689
978.911253,1,3570.333127
1172.351769,1,3577.221794
864.274251,1,3581.357319
1116.731565,1,3587.543013
858.826467,1,3591.724774
936.386228,1,3596.088842
884.482155,1,3600.355829
1007.901652,1,3605.700663
831.160322,1,3609.795861
1120.805688,1,3616.269178
830.050975,1,3620.377315
931.061627,1,3624.858565
851.925511,1,3629.082056
860.517665,1,3633.161139
990.081725,1,3638.111923
871.67715,1,3642.337626
791.424834,1,3646.148078
775.686709,1,3649.994199
1020.854547,1,3655.693224
742.487254,1,3659.328474
909.04535,1,3663.569766
781.743964,1,3667.425556
1085.184027,1,3673.477522
881.719743,1,3677.737179
794.034119,1,3681.55319
1203.342948,1,3688.361741
904.915178,1,3692.916396
1038.103574,1,3700.094993
907.302631,1,3704.416284
978.993924,1,3709.147939
934.444848,1,3713.5523
942.238389,1,3717.953186
1003.675308,1,3722.770951
874.900785,1,3727.063889
919.294635,1,3731.669076
921.138178,1,3736.258442
1425.579236,1,3744.555462
893.872654,1,3748.955409
1177.937001,1,3760.065296
774.70072,1,3764.142669
1197.140763,1,3771.649426
798.196027,1,3775.992321
1150.132832,1,3782.708494
868.443055,1,3786.763655
950.853163,1,3791.420515
893.386452,1,3796.159638
749.926019,1,3799.590738
855.659356,1,3803.935699
781.797606,1,3807.681577
924.580609,1,3812.092449
900.993981,1,3816.835372
857.53788,1,3821.166442
2704.014622,1,3840.013631
1260.656274,1,3847.245609
912.755312,1,3852.001701
1049.972432,1,3857.687276
905.627338,1,3861.984477
897.837878,1,3866.450328
947.006733,1,3871.006988
1303.902363,1,3878.116883
1124.792411,1,3885.001459
1184.039389,1,3891.924589
999.683719,1,3896.937251
1138.40978,1,3903.048318
1307.339843,1,3910.64
907.770325,1,3914.963014
955.50838,1,3920.345492
866.874454,1,3924.611013
823.704856,1,3928.854433
975.248614,1,3933.521762
888.0667,1,3938.192819
1203.22362,1,3944.704341
1293.343177,1,3951.822482
1037.326929,1,3958.044884
902.19745,1,3962.582913
883.445535,1,3967.000313
817.819496,1,3971.103192
891.144375,1,3975.688587
945.247235,1,3980.408788
1088.929721,1,3986.43313
1244.143027,1,3993.299464
1201.747881,1,3999.685259
879.623481,1,4003.947803
876.334267,1,4008.204446
852.797191,1,4012.436202
1195.883677,1,4019.455557
975.15366,1,4024.327408
1018.386375,1,4029.472923
890.923067,1,4033.812744
1098.933061,1,4039.765611
1094.026603,1,4046.73672
979.85419,1,4052.535717
1308.028966,1,4062.045128
957.97783,1,4068.264721
1284.990446,1,4075.666562
973.763019,1,4080.382796
1295.207976,1,4088.668188
1210.148838,1,4095.501386
951.158556,1,4100.668538
1134.446857,1,4109.299465
1199.522165,1,4116.504774
1107.809533,1,4123.211752
897.257083,1,4127.735523
1153.623522,1,4134.420115
1147.357592,1,4141.061263
746.309471,1,4144.955719
975.529775,1,4149.789304
859.348241,1,4154.069188
1078.389243,1,4159.901545
1039.295569,1,4166.115166
920.675534,1,4170.896486
977.46476,1,4175.906117
891.635611,1,4180.171031
924.257773,1,4184.663319
1052.62106,1,4190.833572
1589.052164,1,4200.012745
967.001136,1,4204.823698
968.058267,1,4210.73655
819.818272,1,4214.842412
1185.779269,1,4221.853671
741.231106,1,4225.356976
1096.588492,1,4231.345955
1191.664173,1,4238.084088
879.823623,1,4242.399351
1239.681069,1,4249.284345
1140.402515,1,4255.495728
920.354523,1,4260.088796
1114.363264,1,4268.140802
967.719374,1,4272.612819
946.235063,1,4277.190578
1132.020587,1,4283.410939
865.664102,1,4287.838439
995.69723,1,4292.709704
1111.10652,1,4298.959061
