#{"t_start": 1650792833.5538974, "env_id": null}
r,l,t
886.095273,1,5.168326
924.874164,1,9.626686
815.726749,1,13.443127
742.363533,1,16.667843
921.806864,1,21.176137
867.387242,1,25.160393
