#{"t_start": 1651423993.679893, "env_id": null}
r,l,t
876.487209,1,2950.528957
849.97059,1,2954.812571
840.168867,1,2958.68742
884.725134,1,2962.880023
863.833156,1,2966.856935
839.32468,1,2970.604498
877.131396,1,2974.956489
999.703606,1,2980.667066
952.30263,1,2985.221656
778.734782,1,2988.883278
976.796257,1,2993.244462
884.029887,1,2997.241276
872.605151,1,3000.931488
774.739131,1,3004.58071
825.774698,1,3008.279734
855.906357,1,3012.081305
1026.566113,1,3016.953823
868.104039,1,3020.634987
962.436418,1,3025.28928
874.325937,1,3029.110587
886.462952,1,3032.929768
820.348063,1,3036.647873
859.112613,1,3040.504549
829.845408,1,3044.000137
831.679411,1,3047.996939
807.280864,1,3051.437678
1070.616875,1,3056.425128
920.640493,1,3060.372478
816.579607,1,3064.270722
910.633136,1,3068.801949
905.300222,1,3072.767911
1168.66301,1,3078.137015
916.163111,1,3082.300826
832.109082,1,3085.888665
921.600603,1,3090.28354
1489.308522,1,3098.762892
921.151009,1,3103.151556
952.881854,1,3108.14165
1016.033595,1,3113.479122
843.604729,1,3117.307076
882.123359,1,3121.136339
838.261538,1,3125.164204
1022.364229,1,3130.165827
903.545375,1,3134.263966
843.095409,1,3138.212315
802.139504,1,3141.891203
1115.325883,1,3147.337459
989.659168,1,3152.52148
839.951775,1,3156.352098
936.398875,1,3161.113277
1028.427837,1,3165.842498
976.796455,1,3171.057227
946.854789,1,3175.650826
796.121373,1,3179.448915
810.064832,1,3183.534942
875.136169,1,3187.698803
811.870592,1,3191.525237
867.026836,1,3195.300718
867.067052,1,3199.465116
874.646416,1,3203.730776
831.455104,1,3207.568667
1037.291354,1,3213.614502
1027.628623,1,3218.726137
820.965695,1,3222.641169
868.486657,1,3226.661844
1068.104333,1,3232.357858
848.771737,1,3236.547388
918.007103,1,3240.708746
1042.165448,1,3246.334001
1217.726896,1,3253.261154
800.343042,1,3257.664532
1017.254284,1,3262.962541
1161.943702,1,3268.986755
857.070787,1,3272.97817
1033.04335,1,3278.559722
1077.775111,1,3284.374361
969.201694,1,3289.619619
820.854025,1,3293.626858
897.890906,1,3297.995845
869.348379,1,3302.155624
1037.500429,1,3307.544468
846.495034,1,3311.269887
845.872544,1,3315.298298
866.913478,1,3319.279473
877.71576,1,3323.244402
825.814019,1,3327.167208
763.136216,1,3331.108764
836.625154,1,3335.233574
926.440484,1,3339.689794
820.502717,1,3343.538291
805.563776,1,3347.513927
847.363717,1,3351.39824
820.9054,1,3355.326538
808.200803,1,3358.908832
839.106098,1,3363.144907
1022.677581,1,3368.846608
857.704207,1,3372.638235
832.662258,1,3376.90131
981.124921,1,3381.747173
1037.164833,1,3387.320579
910.622181,1,3391.948572
786.081092,1,3395.953201
817.557739,1,3399.647876
926.675777,1,3404.465298
836.719427,1,3408.352187
892.104166,1,3412.791154
937.273663,1,3417.287709
934.724939,1,3421.674368
1130.322545,1,3427.800263
828.18297,1,3431.720243
802.336602,1,3435.559931
822.994578,1,3439.417055
1035.104741,1,3445.55657
968.384098,1,3451.304311
854.407136,1,3455.492971
920.763756,1,3460.638629
804.351041,1,3464.609427
885.072298,1,3469.015388
772.480109,1,3472.552659
1044.298966,1,3478.00523
760.769879,1,3481.410378
971.336127,1,3486.523093
1115.016774,1,3492.294721
867.015123,1,3496.555441
1075.497234,1,3502.344054
827.778724,1,3506.150888
1062.642429,1,3512.360282
806.908725,1,3515.91854
1057.05196,1,3521.264398
1005.290033,1,3526.863955
1015.991696,1,3532.440363
927.904398,1,3537.060196
1190.535942,1,3544.345988
966.827437,1,3549.496277
999.540553,1,3554.583187
849.908932,1,3558.685084
845.064605,1,3562.942795
841.195317,1,3566.943512
1007.118001,1,3572.188122
931.927248,1,3577.76016
886.275587,1,3582.065917
930.192306,1,3586.494198
1163.600594,1,3592.933557
921.298612,1,3597.997664
852.86216,1,3601.9592
1080.678534,1,3608.122645
1060.276756,1,3613.777963
1042.295861,1,3618.900586
842.673683,1,3623.204123
1050.588585,1,3629.903208
988.268452,1,3635.335628
862.568808,1,3639.27316
853.124564,1,3643.42666
1028.278119,1,3649.188772
1088.298871,1,3655.064352
823.227753,1,3659.263651
906.193418,1,3663.667687
936.61215,1,3669.285671
890.411582,1,3673.458483
808.064003,1,3677.216455
892.132873,1,3681.414567
1200.276313,1,3688.516012
911.713036,1,3692.968366
800.529074,1,3697.109109
1292.243462,1,3704.442731
872.615773,1,3708.732099
986.677241,1,3714.267757
862.894118,1,3718.456449
1028.20705,1,3723.940149
847.437309,1,3728.112087
932.703723,1,3733.100729
965.309414,1,3738.474608
1006.420454,1,3743.806766
1005.935842,1,3748.997663
855.161575,1,3753.191402
931.09578,1,3757.883472
1095.966901,1,3763.560229
873.998821,1,3767.928721
1145.603638,1,3774.197037
1042.015504,1,3779.871725
799.032587,1,3783.795762
977.193687,1,3789.402927
951.25929,1,3793.827315
1191.109827,1,3800.352389
994.870419,1,3805.254719
883.969698,1,3809.857037
860.302369,1,3814.154005
906.864962,1,3818.749753
1045.480202,1,3824.782678
825.766175,1,3828.745455
1179.074877,1,3835.542875
975.09138,1,3841.33484
1058.266172,1,3847.141105
958.140858,1,3852.026777
928.044981,1,3856.557878
882.112373,1,3860.943822
912.196713,1,3865.550298
891.874338,1,3869.970394
806.850628,1,3874.138949
997.323167,1,3879.225443
1211.240672,1,3886.067035
1212.895836,1,3893.687445
1000.837155,1,3899.614099
867.251007,1,3903.740104
951.242007,1,3908.94907
1010.410979,1,3914.439851
1008.440414,1,3919.936412
1042.911884,1,3925.764784
826.898257,1,3929.782023
885.660592,1,3934.039768
988.895316,1,3939.006659
967.448886,1,3944.496221
1074.631864,1,3950.02737
955.114903,1,3955.999558
1084.552012,1,3961.929317
1166.068496,1,3968.234465
812.511928,1,3972.306857
1070.799708,1,3978.2356
905.680304,1,3982.850149
1026.477724,1,3988.853927
2978.879031,1,4009.068318
997.928803,1,4014.797964
827.721747,1,4018.889577
1100.254646,1,4025.172798
826.084582,1,4029.326789
1072.791519,1,4034.449866
920.01444,1,4039.848841
1093.521427,1,4045.811672
1189.987879,1,4052.6048
784.538689,1,4056.359114
1037.816209,1,4061.811133
1294.336525,1,4070.211108
857.563314,1,4074.631446
1089.399344,1,4080.422055
989.81167,1,4085.579865
1046.382069,1,4090.790579
1044.914868,1,4096.619214
1219.480976,1,4104.06328
925.702461,1,4108.751918
986.339766,1,4114.22816
980.096554,1,4120.229208
1132.217372,1,4126.391915
1030.383196,1,4132.584799
1186.840376,1,4139.09021
1048.643877,1,4144.649855
1077.861089,1,4151.727494
1067.652857,1,4157.780051
1091.237265,1,4163.79338
962.350361,1,4168.933707
962.775096,1,4174.521368
936.428433,1,4179.93643
979.489372,1,4185.448512
1185.599774,1,4191.688446
853.476408,1,4195.897492
1091.88452,1,4201.876931
941.344075,1,4206.042168
944.909054,1,4211.060075
1055.712851,1,4216.140121
1201.978912,1,4221.533403
1064.705436,1,4226.312405
952.882964,1,4230.738314
943.89665,1,4235.029313
892.638615,1,4239.034108
904.577768,1,4243.090654
1006.962061,1,4248.089698
935.770751,1,4253.115674
1039.249129,1,4258.243738
1018.785326,1,4263.175564
851.342472,1,4267.097459
1226.280249,1,4273.672534
1073.010839,1,4278.991664
1121.752168,1,4284.151236
790.89594,1,4287.885071
932.890426,1,4292.288362
1049.231776,1,4297.006768
965.248977,1,4301.14863
1071.323576,1,4306.458022
1042.504113,1,4311.907908
1172.772499,1,4317.770847
1087.552503,1,4322.91854
40000,1,4333.671292
1037.068111,1,4339.002385
972.293429,1,4344.084188
993.611141,1,4348.616648
855.853542,1,4352.547453
1030.16816,1,4357.458808
1084.53251,1,4362.592521
1005.510629,1,4367.885083
907.761505,1,4371.984312
1131.916552,1,4376.990659
1099.865836,1,4382.393912
1073.149082,1,4387.456872
1051.543784,1,4392.713999
890.288224,1,4397.611301
1028.71613,1,4402.334673
814.363543,1,4406.064504
1449.943852,1,4414.025683
935.124512,1,4417.999481
887.968853,1,4421.81636
1182.566597,1,4427.491002
982.769809,1,4432.430696
1142.867292,1,4438.694077
933.990191,1,4443.426638
1112.479883,1,4449.619643
1038.295834,1,4455.060369
960.530604,1,4460.842974
1056.094044,1,4467.65617
947.160219,1,4472.238828
